Gulen,1
f*ck,1
https,1
narcissist,1
shittiest,1
trashy,0
weed,0
Trump,0
MAGA,0
Mexican,0
Mexicans,0
Asians,0
Jew,0
Jews,0
Indian,0
Indians,0
Chinks,1
Coons,1
Colored,1
Coloreds,1
Gooks,1
Japs,1
Oriental,1
Orientals,1
Dinks,1
Sand niggers,1
Towel heads,1
Rag head,1
Rag heads,1
Towelheads,1
Raghead,1
Ragheads,1
Beaners,1
Wetbacks,1
Wet back,1
Cracker,1
Crackers,1
Kikes,1
Kykes,1
shady,0
manipulative,1
phony,0
illegal,1
dragging,0
drag,0
